Column Name,Description in Plain English,Logic / Formula,Source Table(s)
More than 2 Days,Count flag for delivered orders taking more than two calendar days to fulfill (day_diff > 2).,"analytics_insight.ordernhm_open_data.""More than 2 Days""",analytics_insight.ordernhm_open_data
On time deliveries,"On-time delivery indicator (on-time-del coalesced to 0), used to sum on-time deliveries in aggregations.","analytics_insight.ordernhm_open_data.""On time deliveries""",analytics_insight.ordernhm_open_data
Average TAT (in mins),"Actual TAT in minutes for delivered orders, used to compute average fulfillment time in aggregations.","analytics_insight.ordernhm_open_data.""Average TAT (in mins)""",analytics_insight.ordernhm_open_data
Avg Delivery (mins),Actual delivery duration in minutes for delivered orders where time elapsed is positive.,"analytics_insight.ordernhm_open_data.""Avg Delivery (mins)""",analytics_insight.ordernhm_open_data
F&B mins diff,Total time in minutes from order creation to delivery for F&B category orders.,"analytics_insight.ordernhm_open_data.""F&B mins diff""",analytics_insight.ordernhm_open_data
Within 15 mins,Count flag for F&B delivered orders fulfilled within 15 minutes.,"analytics_insight.ordernhm_open_data.""Within 15 mins""",analytics_insight.ordernhm_open_data
15 - 30 mins,Count flag for F&B delivered orders fulfilled between 15 and 30 minutes.,"analytics_insight.ordernhm_open_data.""15 - 30 mins""",analytics_insight.ordernhm_open_data
30 - 45 mins,Count flag for F&B delivered orders fulfilled between 30 and 45 minutes.,"analytics_insight.ordernhm_open_data.""30 - 45 mins""",analytics_insight.ordernhm_open_data
45 - 60 mins,Count flag for F&B delivered orders fulfilled between 45 and 60 minutes.,"analytics_insight.ordernhm_open_data.""45 - 60 mins""",analytics_insight.ordernhm_open_data
60 - 120 mins,Count flag for F&B delivered orders fulfilled between 60 and 120 minutes.,"analytics_insight.ordernhm_open_data.""60 - 120 mins""",analytics_insight.ordernhm_open_data
Above 120 mins,Count flag for F&B delivered orders taking more than 120 minutes to fulfill.,"analytics_insight.ordernhm_open_data.""Above 120 mins""",analytics_insight.ordernhm_open_data
TAT < 5 mins,Count flag for delivered orders with actual TAT under 5 minutes.,"analytics_insight.ordernhm_open_data.""TAT < 5 mins""",analytics_insight.ordernhm_open_data
TAT 5-15 mins,Count flag for delivered orders with actual TAT between 5 and 15 minutes.,"analytics_insight.ordernhm_open_data.""TAT 5-15 mins""",analytics_insight.ordernhm_open_data
TAT 15-30 mins,Count flag for delivered orders with actual TAT between 15 and 30 minutes.,"analytics_insight.ordernhm_open_data.""TAT 15-30 mins""",analytics_insight.ordernhm_open_data
TAT 30-60 mins,Count flag for delivered orders with actual TAT between 30 and 60 minutes.,"analytics_insight.ordernhm_open_data.""TAT 30-60 mins""",analytics_insight.ordernhm_open_data
TAT > 60 mins,Count flag for delivered orders with actual TAT exceeding 60 minutes.,"analytics_insight.ordernhm_open_data.""TAT > 60 mins""",analytics_insight.ordernhm_open_data
TAT 0-6 hrs,Count flag for delivered orders with actual TAT between 0 and 6 hours.,"analytics_insight.ordernhm_open_data.""TAT 0-6 hrs""",analytics_insight.ordernhm_open_data
TAT 6-12 hrs,Count flag for delivered orders with actual TAT between 6 and 12 hours.,"analytics_insight.ordernhm_open_data.""TAT 6-12 hrs""",analytics_insight.ordernhm_open_data
TAT 12-24 hrs,Count flag for delivered orders with actual TAT between 12 and 24 hours.,"analytics_insight.ordernhm_open_data.""TAT 12-24 hrs""",analytics_insight.ordernhm_open_data
TAT 24-48 hrs,Count flag for delivered orders with actual TAT between 24 and 48 hours.,"analytics_insight.ordernhm_open_data.""TAT 24-48 hrs""",analytics_insight.ordernhm_open_data
TAT >48 hrs,Count flag for delivered orders with actual TAT exceeding 48 hours.,"analytics_insight.ordernhm_open_data.""TAT >48 hrs""",analytics_insight.ordernhm_open_data
TAT+1,Count flag for orders delivered exactly 1 day beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT+1""",analytics_insight.ordernhm_open_data
TAT + 2,Count flag for orders delivered exactly 2 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT + 2""",analytics_insight.ordernhm_open_data
TAT + 3,Count flag for orders delivered exactly 3 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT + 3""",analytics_insight.ordernhm_open_data
TAT + 4,Count flag for orders delivered exactly 4 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT + 4""",analytics_insight.ordernhm_open_data
TAT > 4,Count flag for orders delivered more than 4 days beyond the promised TAT.,"analytics_insight.ordernhm_open_data.""TAT > 4""",analytics_insight.ordernhm_open_data
TAT (Same day),Count flag for delivered orders where TAT was fulfilled within the same calendar day.,"analytics_insight.ordernhm_open_data.""TAT (Same day)""",analytics_insight.ordernhm_open_data
Non F&B days diff,Delivery duration in days for non-F&B category delivered orders.,"analytics_insight.ordernhm_open_data.""Non F&B days diff""",analytics_insight.ordernhm_open_data
Shipped mark,Binary flag (1/0) indicating whether a shipment timestamp was recorded for the order.,"analytics_insight.ordernhm_open_data.""Shipped mark""",analytics_insight.ordernhm_open_data
Seller State,Indian state where the seller or store is located.,"analytics_insight.ordernhm_open_data.""Seller State""",analytics_insight.ordernhm_open_data
Delivery State,Indian state where the order was delivered.,"analytics_insight.ordernhm_open_data.""Delivery State""",analytics_insight.ordernhm_open_data
Seller City,City where the seller or store is located.,"analytics_insight.ordernhm_open_data.""Seller City""",analytics_insight.ordernhm_open_data
Delivery City,City where the order was delivered.,"analytics_insight.ordernhm_open_data.""Delivery City""",analytics_insight.ordernhm_open_data
Seller State Code,Standard state code for the seller's location.,"analytics_insight.ordernhm_open_data.""Seller State Code""",analytics_insight.ordernhm_open_data
Delivery State Code,Standard state code for the delivery destination.,"analytics_insight.ordernhm_open_data.""Delivery State Code""",analytics_insight.ordernhm_open_data
Order type,"Classification of the order by geography or routing type (e.g., intra-city, inter-city, hyperlocal).","analytics_insight.ordernhm_open_data.""Order type""",analytics_insight.ordernhm_open_data
Breach,Binary flag (1/0) indicating whether the order's promised TAT was breached.,"analytics_insight.ordernhm_open_data.""Breach""",analytics_insight.ordernhm_open_data
attributed_to,"Party to whom responsibility for a cancellation or issue is attributed (e.g., buyer, seller, LSP).","analytics_insight.ordernhm_open_data.""attributed_to""",analytics_insight.ordernhm_open_data
reason_for_cancellation,Human-readable description of why the order was cancelled.,"analytics_insight.ordernhm_open_data.""reason_for_cancellation""",analytics_insight.ordernhm_open_data
is_triggers_rto,Flag indicating whether the cancellation event triggers a Return To Origin (RTO) shipment back to the seller.,"analytics_insight.ordernhm_open_data.""is_triggers_rto""",analytics_insight.ordernhm_open_data
cancelled_by,"Entity that initiated the order cancellation (buyer, seller, or LSP).","analytics_insight.ordernhm_open_data.""cancelled_by""",analytics_insight.ordernhm_open_data
whether_applicable_for_part_cancel,Flag indicating whether the order is eligible for partial cancellation.,"analytics_insight.ordernhm_open_data.""whether_applicable_for_part_cancel""",analytics_insight.ordernhm_open_data
sorting,Sorting or sequencing attribute used for operational routing or display ordering.,"analytics_insight.ordernhm_open_data.""sorting""",analytics_insight.ordernhm_open_data
Buyer cancel,Count flag (1/0) for orders cancelled by the buyer.,"analytics_insight.ordernhm_open_data.""Buyer cancel""",analytics_insight.ordernhm_open_data
Seller cancel,Count flag (1/0) for orders cancelled by the seller.,"analytics_insight.ordernhm_open_data.""Seller cancel""",analytics_insight.ordernhm_open_data
Logistic cancel,Count flag (1/0) for orders cancelled by the logistics service provider (LSP).,"analytics_insight.ordernhm_open_data.""Logistic cancel""",analytics_insight.ordernhm_open_data
Cancelled att,"Attribution label identifying the party responsible for the cancellation (buyer, seller, or logistics).","analytics_insight.ordernhm_open_data.""Cancelled att""",analytics_insight.ordernhm_open_data
multi_category_flag,Binary flag (1/0) indicating the order spans multiple product categories.,"analytics_insight.ordernhm_open_data.""multi_category_flag""",analytics_insight.ordernhm_open_data
"▼ ordernhm_v2   (view, 94 cols)",,,analytics_insight.ordernhm_v2
Date,"Calendar date of the order, used as the primary time dimension for reporting.","analytics_insight.ordernhm_v2.""Date""",analytics_insight.ordernhm_v2
Seller NP,Name of the seller-side Network Participant (the platform through which the seller listed the product).,"analytics_insight.ordernhm_v2.""Seller NP""",analytics_insight.ordernhm_v2
Buyer NP,Name of the buyer-side Network Participant (the platform through which the buyer placed the order).,"analytics_insight.ordernhm_v2.""Buyer NP""",analytics_insight.ordernhm_v2
Network order id,Unique identifier for the order shared across all participants on the ONDC network.,"analytics_insight.ordernhm_v2.""Network order id""",analytics_insight.ordernhm_v2
provider key,"Surrogate key combining Seller NP and Provider Id (lowercased, underscore-joined) to uniquely identify a seller on a given platform.","analytics_insight.ordernhm_v2.""provider key""",analytics_insight.ordernhm_v2
Provider Id,Unique identifier assigned to the seller or store by the ONDC network.,"analytics_insight.ordernhm_v2.""Provider Id""",analytics_insight.ordernhm_v2
Seller Name,Display name of the seller or store fulfilling the order.,"analytics_insight.ordernhm_v2.""Seller Name""",analytics_insight.ordernhm_v2
Seller Pincode,Indian postal code of the seller's pickup or warehouse location.,"analytics_insight.ordernhm_v2.""Seller Pincode""",analytics_insight.ordernhm_v2
Delivery Pincode,Indian postal code of the buyer's delivery destination.,"analytics_insight.ordernhm_v2.""Delivery Pincode""",analytics_insight.ordernhm_v2
cancellation_code,ONDC-standardised code identifying the reason category for order cancellation.,"analytics_insight.ordernhm_v2.""cancellation_code""",analytics_insight.ordernhm_v2
Created at,Timestamp when the order was first placed and confirmed on the network.,"analytics_insight.ordernhm_v2.""Created at""",analytics_insight.ordernhm_v2
Updated at,"Timestamp of the most recent order status change, typically the delivery or cancellation event.","analytics_insight.ordernhm_v2.""Updated at""",analytics_insight.ordernhm_v2
Shipped at,Timestamp when the order was dispatched and handed over to logistics.,"analytics_insight.ordernhm_v2.""Shipped at""",analytics_insight.ordernhm_v2
Ready to Ship,Timestamp when the seller marked the order as packed and ready for logistics pickup.,"analytics_insight.ordernhm_v2.""Ready to Ship""",analytics_insight.ordernhm_v2
