Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
day_diff,Data representing the day diff.,"analytics_insight.Ordernhm_new_test.""day_diff""",analytics_insight.Ordernhm_new_test,
min_diff,Data representing the min diff.,"analytics_insight.Ordernhm_new_test.""min_diff""",analytics_insight.Ordernhm_new_test,
tat_time,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_test.""tat_time""",analytics_insight.Ordernhm_new_test,
no_key,Data representing the no key.,"analytics_insight.Ordernhm_new_test.""no_key""",analytics_insight.Ordernhm_new_test,
ONDC order_status,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_test.""ONDC order_status""",analytics_insight.Ordernhm_new_test,
Updated at,Timestamp when the record was last updated.,"analytics_insight.Ordernhm_new_test.""Updated at""",analytics_insight.Ordernhm_new_test,
Category,Timestamp or date indicating when category occurred.,"analytics_insight.Ordernhm_new_test.""Category""",analytics_insight.Ordernhm_new_test,
Consolidated_category,Timestamp or date indicating when consolidated category occurred.,"analytics_insight.Ordernhm_new_test.""Consolidated_category""",analytics_insight.Ordernhm_new_test,
c_context_timestamp,Timestamp or date indicating when c context timestamp occurred.,"analytics_insight.Ordernhm_new_test.""c_context_timestamp""",analytics_insight.Ordernhm_new_test,
is_force_cancelled,Boolean flag indicating is force cancelled.,"analytics_insight.Ordernhm_new_test.""is_force_cancelled""",analytics_insight.Ordernhm_new_test,
PTAT_Threshold,Turn-Around-Time (TAT) measurement.,"analytics_insight.Ordernhm_new_test.""PTAT_Threshold""",analytics_insight.Ordernhm_new_test,
total_issues_raised,Data representing the total issues raised.,"analytics_insight.Ordernhm_new_test.""total_issues_raised""",analytics_insight.Ordernhm_new_test,
first_issue_creation_date,Timestamp or date indicating when first issue creation date occurred.,"analytics_insight.Ordernhm_new_test.""first_issue_creation_date""",analytics_insight.Ordernhm_new_test,
absolute_breach,Data representing the absolute breach.,"analytics_insight.Ordernhm_new_test.""absolute_breach""",analytics_insight.Ordernhm_new_test,
is_pat_breached,Timestamp or date indicating when is pat breached occurred.,"analytics_insight.Ordernhm_new_test.""is_pat_breached""",analytics_insight.Ordernhm_new_test,
is_promised_time_breached,Timestamp or date indicating when is promised time breached occurred.,"analytics_insight.Ordernhm_new_test.""is_promised_time_breached""",analytics_insight.Ordernhm_new_test,
"▼ backfill_fc   (base table, 29 cols)",,,analytics_insight.backfill_fc,
Buyer NP,Data representing the buyer np.,"analytics_insight.backfill_fc.""Buyer NP""",analytics_insight.backfill_fc,
Seller NP,Data representing the seller np.,"analytics_insight.backfill_fc.""Seller NP""",analytics_insight.backfill_fc,
Network order id,Data representing the network order id.,"analytics_insight.backfill_fc.""Network order id""",analytics_insight.backfill_fc,
Provider Id,Unique identifier for the provider.,"analytics_insight.backfill_fc.""Provider Id""",analytics_insight.backfill_fc,
Seller Name,Name of the seller.,"analytics_insight.backfill_fc.""Seller Name""",analytics_insight.backfill_fc,
Seller Pincode,Indian postal code (pincode).,"analytics_insight.backfill_fc.""Seller Pincode""",analytics_insight.backfill_fc,
Delivery Pincode,Indian postal code (pincode).,"analytics_insight.backfill_fc.""Delivery Pincode""",analytics_insight.backfill_fc,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"analytics_insight.backfill_fc.""cancellation_code""",analytics_insight.backfill_fc,
Created at,Timestamp when the record was created.,"analytics_insight.backfill_fc.""Created at""",analytics_insight.backfill_fc,
Date,Timestamp or date indicating when date occurred.,"analytics_insight.backfill_fc.""Date""",analytics_insight.backfill_fc,
domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.backfill_fc.""domain""",analytics_insight.backfill_fc,
on-time-del,Timestamp or date indicating when on-time-del occurred.,"analytics_insight.backfill_fc.""on-time-del""",analytics_insight.backfill_fc,
Shipped at,Timestamp or date indicating when shipped at occurred.,"analytics_insight.backfill_fc.""Shipped at""",analytics_insight.backfill_fc,
Ready to Ship,Data representing the ready to ship.,"analytics_insight.backfill_fc.""Ready to Ship""",analytics_insight.backfill_fc,
Promised time,Timestamp or date indicating when promised time occurred.,"analytics_insight.backfill_fc.""Promised time""",analytics_insight.backfill_fc,
tat_dif,Turn-Around-Time (TAT) measurement.,"analytics_insight.backfill_fc.""tat_dif""",analytics_insight.backfill_fc,
tat_diff_days,Turn-Around-Time (TAT) measurement.,"analytics_insight.backfill_fc.""tat_diff_days""",analytics_insight.backfill_fc,
day_diff,Data representing the day diff.,"analytics_insight.backfill_fc.""day_diff""",analytics_insight.backfill_fc,
min_diff,Data representing the min diff.,"analytics_insight.backfill_fc.""min_diff""",analytics_insight.backfill_fc,
tat_time,Turn-Around-Time (TAT) measurement.,"analytics_insight.backfill_fc.""tat_time""",analytics_insight.backfill_fc,
no_key,Data representing the no key.,"analytics_insight.backfill_fc.""no_key""",analytics_insight.backfill_fc,
ONDC order_status,Turn-Around-Time (TAT) measurement.,"analytics_insight.backfill_fc.""ONDC order_status""",analytics_insight.backfill_fc,
Updated at,Timestamp when the record was last updated.,"analytics_insight.backfill_fc.""Updated at""",analytics_insight.backfill_fc,
Category,Timestamp or date indicating when category occurred.,"analytics_insight.backfill_fc.""Category""",analytics_insight.backfill_fc,
Consolidated_category,Timestamp or date indicating when consolidated category occurred.,"analytics_insight.backfill_fc.""Consolidated_category""",analytics_insight.backfill_fc,
row_updated_at,Timestamp when the record was last updated.,"analytics_insight.backfill_fc.""row_updated_at""",analytics_insight.backfill_fc,
network_transaction_id,Unique ONDC transaction identifier.,"analytics_insight.backfill_fc.""network_transaction_id""",analytics_insight.backfill_fc,
is_force_cancelled,Boolean flag indicating is force cancelled.,"analytics_insight.backfill_fc.""is_force_cancelled""",analytics_insight.backfill_fc,
c_context_timestamp,Timestamp or date indicating when c context timestamp occurred.,"analytics_insight.backfill_fc.""c_context_timestamp""",analytics_insight.backfill_fc,
"▼ buyer_np   (base table, 7 cols)",,,analytics_insight.buyer_np,
buyer_np_name,Full display name of the Buyer Network Participant registered on the ONDC network.,"analytics_insight.buyer_np.""buyer_np_name""",analytics_insight.buyer_np,
buyer_np,Unique identifier (subscriber ID) of the Buyer Network Participant on the ONDC network.,"analytics_insight.buyer_np.""buyer_np""",analytics_insight.buyer_np,
updated_date,Date when this Buyer NP record was last updated in the data warehouse.,"analytics_insight.buyer_np.""updated_date""",analytics_insight.buyer_np,
bnp_mask,Masked or anonymized alias of the Buyer NP used for reporting and privacy-safe analytics.,"analytics_insight.buyer_np.""bnp_mask""",analytics_insight.buyer_np,
domain,"ONDC commerce domain in which the Buyer NP operates (e.g., retail, grocery, food and beverage, mobility).","analytics_insight.buyer_np.""domain""",analytics_insight.buyer_np,
tsp_powered,Indicates whether the Buyer NP's platform is built on or powered by a third-party Technology Service Provider.,"analytics_insight.buyer_np.""tsp_powered""",analytics_insight.buyer_np,
spoc_email,Email address of the Single Point of Contact responsible for this Buyer NP.,"analytics_insight.buyer_np.""spoc_email""",analytics_insight.buyer_np,
"▼ cancellation_code   (base table, 7 cols)",,,analytics_insight.cancellation_code,
code,"Unique ONDC-defined cancellation code that identifies a specific cancellation reason (e.g., 001, 002) as standardized across the network.","analytics_insight.cancellation_code.""code""",analytics_insight.cancellation_code,
reason_for_cancellation,"Human-readable description of why an order or item was cancelled, corresponding to the cancellation code.","analytics_insight.cancellation_code.""reason_for_cancellation""",analytics_insight.cancellation_code,
is_triggers_rto,"Indicates whether this cancellation reason triggers a Return To Origin shipment, meaning the logistics provider must return goods to the seller.","analytics_insight.cancellation_code.""is_triggers_rto""",analytics_insight.cancellation_code,
by,"Identifies which party initiated the cancellation, such as buyer, seller NP, or logistics NP.","analytics_insight.cancellation_code.""by""",analytics_insight.cancellation_code,
attributed_to,"Indicates which party bears responsibility or accountability for the cancellation, used for penalty and performance attribution across NPs.","analytics_insight.cancellation_code.""attributed_to""",analytics_insight.cancellation_code,
whether_applicable_for_part_cancel,Indicates whether this cancellation code can be applied to a partial cancellation of an order rather than requiring full order cancellation.,"analytics_insight.cancellation_code.""whether_applicable_for_part_cancel""",analytics_insight.cancellation_code,
sorting,Numeric or alphanumeric ordering value used to control display sequence of cancellation codes in reports or dropdowns.,"analytics_insight.cancellation_code.""sorting""",analytics_insight.cancellation_code,
"▼ dim_categories   (materialized view, 2 cols)",,,analytics_insight.dim_categories,"WITH base_tbl AS (
         SELECT DISTINCT scasa.category,
            scasa.sub_category
           FROM analytics_insight_preprod.sub_cat_active_sellers_agg scasa
          WHERE scasa.category IS NOT NULL AND scasa.category::text <> 'AGG'::text AND scasa.sub_category IS NOT NULL AND scasa.sub_category::text <> 'AGG'::text
        )
 SELECT category,
    sub_category
   FROM base_tbl
  ORDER BY category, sub_category;"
category,Timestamp or date indicating when category occurred.,"analytics_insight.dim_categories.""category""",analytics_insight.dim_categories,
sub_category,Timestamp or date indicating when sub category occurred.,"analytics_insight.dim_categories.""sub_category""",analytics_insight.dim_categories,
"▼ impact_retail   (base table, 2 cols)",,,analytics_insight.impact_retail,
provider_name,Unique identifier for provider name.,"analytics_insight.impact_retail.""provider_name""",analytics_insight.impact_retail,
tag,Data representing the tag.,"analytics_insight.impact_retail.""tag""",analytics_insight.impact_retail,
"▼ od_pincode   (base table, 4 cols)",,,analytics_insight.od_pincode,
Pincode,6-digit Indian postal code uniquely identifying a delivery or pickup location within the ONDC logistics network.,"analytics_insight.od_pincode.""Pincode""",analytics_insight.od_pincode,
Districtname,"Name of the district in which the pincode falls, used for regional logistics aggregation and serviceability mapping.","analytics_insight.od_pincode.""Districtname""",analytics_insight.od_pincode,
Statename,"Full name of the Indian state to which the pincode belongs, used for state-level reporting and compliance segmentation.","analytics_insight.od_pincode.""Statename""",analytics_insight.od_pincode,
Statecode,"Standardised numeric or alpha code representing the state, used for joining with government reference data and filtering in analytics queries.","analytics_insight.od_pincode.""Statecode""",analytics_insight.od_pincode,
"▼ order_level   (base table, 33 cols)",,,analytics_insight.order_level,"CREATE UNIQUE INDEX idx_order_lvl_seller_np_network_order ON analytics_insight.order_level USING btree (lower(((((""Seller NP"")::text || (""Network order id"")::text) || (""Provider Id"")::text) || (network_transaction_id)::text)))

CREATE INDEX idx_order_lvl_buyer_np ON analytics_insight.order_level USING btree (""Buyer NP"")

CREATE INDEX idx_order_lvl_category ON analytics_insight.order_level USING btree (""Category"")

CREATE INDEX idx_order_lvl_date ON analytics_insight.order_level USING btree (""Date"")

CREATE INDEX idx_order_lvl_ondc_order_status ON analytics_insight.order_level USING btree (""ONDC order_status"")

CREATE INDEX idx_order_lvl_provider_id ON analytics_insight.order_level USING btree (""Provider Id"")

CREATE INDEX idx_order_lvl_seller_np ON analytics_insight.order_level USING btree (""Seller NP"")

CREATE INDEX idx_order_lvl_network_order_id ON analytics_insight.order_level USING btree (""Network order id"")"
Buyer NP,Network Participant (platform/app) through which the buyer placed the order.,"analytics_insight.order_level.""Buyer NP""",analytics_insight.order_level,
Seller NP,Network Participant (platform/app) on which the seller is registered and fulfills orders.,"analytics_insight.order_level.""Seller NP""",analytics_insight.order_level,
Network order id,Unique order identifier assigned across the ONDC network.,"analytics_insight.order_level.""Network order id""",analytics_insight.order_level,
Provider Id,Unique identifier for the seller's store or outlet on the network.,"analytics_insight.order_level.""Provider Id""",analytics_insight.order_level,
Seller Name,Trading name of the seller or store fulfilling the order.,"analytics_insight.order_level.""Seller Name""",analytics_insight.order_level,
Seller Pincode,Indian postal code of the seller's warehouse or pickup location.,"analytics_insight.order_level.""Seller Pincode""",analytics_insight.order_level,
Delivery Pincode,Indian postal code of the buyer's delivery address.,"analytics_insight.order_level.""Delivery Pincode""",analytics_insight.order_level,
cancellation_code,Standardized ONDC reason code explaining why the order was cancelled.,"analytics_insight.order_level.""cancellation_code""",analytics_insight.order_level,
Created at,Timestamp when the order was first created on the ONDC network.,"analytics_insight.order_level.""Created at""",analytics_insight.order_level,
Date,Calendar date on which the order was created.,"analytics_insight.order_level.""Date""",analytics_insight.order_level,
domain,"ONDC commerce vertical the order belongs to (e.g., retail, food, mobility).","analytics_insight.order_level.""domain""",analytics_insight.order_level,
on-time-del,Binary flag or score indicating whether the order was delivered within the promised time.,"analytics_insight.order_level.""on-time-del""",analytics_insight.order_level,
